"","siteID","siteuse","replsite","lon_WGS84","lat_WGS84","stratum","wgt","ip","caty","FRAME23_ID","PERM_ID","NHDPLUSID","REACHCODE","GNIS_ID","GNIS_NAME","LENGTH_KM","FTYPE","FCODE","HUC4","STREAM_LEV","STRAH_ORD","STRAH_CAL","MEAN_FLOW","WBPERM_ID","MAINPATH","INNETWORK","VISFILT","BORD_RIV","PSTL_CODE","FRAME23","CNTYNAME","STATECTY","EPA_REG","HUC2","HUC2_NM","HUC8","HUC8_NM","MAJ_BASIN","MAJ_BAS_NM","MIS_BASIN","MIS_BAS_NM","WSAREA_KM","NHD100K","URBN_NRS08","URBN_NRS18","URBN_NRS23","FEOW_ID","US_L4CODE","US_L4NAME","US_L3CODE","US_L3NAME","NA_L2CODE","NA_L2NAME","NA_L1CODE","NA_L1NAME","AG_ECO9","AG_ECO9_NM","AG_ECO3","AG_ECO3_NM","OWN_NARS","FS_EW","STRAH_CAT","Shape_Leng","geometry","fcode","stream_order"
"125","Site-125","Over","Next",-75.7205556156693,43.1844707875584,"1",1067943.30406186,9.3637929672536e-07,"None","322314","124494362",60000600083700,"04140202006764","00944101","Black Creek",2.29179381297,460,46006,"H0414",7,1,1,1.04873228,NA,0,1,1e+05,"Not_Border","NY","Include","Oneida","F36065","Region_02","H04","Great Lakes Region","H04140202","Oneida","H04","Great Lakes Region","NMRB","Not Mississippi River Basin",1.53029994,"NHD100","Non-Urban","Non-Urban","Non-Urban",116,"83c","Ontario Lowlands","83","Eastern Great Lakes Lowlands","8.1","MIXED WOOD PLAINS","8","EASTERN TEMPERATE FORESTS","NAP","Northern Appalachians","EHIGH","Eastern Highlands","Non Federal","Not_USFS","SS",2291.79381297,c(441444.603259019, 4781552.27794009),46006,1
"126","Site-126","Over","Next",-74.5366042255774,44.0858970026132,"1",1067943.30406186,9.3637929672536e-07,"None","206909","132422702",60000300006000,"04290005003155",NA,NA,1.87491109635,460,46006,"H0429",7,1,1,1.935115,NA,0,1,1e+05,"Not_Border","NY","Include","Hamilton","F36041","Region_02","H04","Great Lakes Region","H04290005","Raquette","H04","Great Lakes Region","NMRB","Not Mississippi River Basin",2.73240002,"NHD100","Non-Urban","Non-Urban","Non-Urban",117,"58aa","Acid Sensitive Adirondacks","58","Northeastern Highlands","5.3","ATLANTIC HIGHLANDS","5","NORTHERN FORESTS","NAP","Northern Appalachians","EHIGH","Eastern Highlands","Non Federal","Not_USFS","SS",1874.91109635,c(537098.715458396, 4881517.68131215),46006,1
"127","Site-127","Over","Next",-74.3894204768123,42.575893146931,"1",1067943.30406186,9.3637929672536e-07,"None","132197","33524601",10000700021900,"02020005000327",NA,NA,2.03588773063,460,46006,"H0202",5,1,1,1.313009,NA,0,1,0,"Not_Border","NY","Include","Schoharie","F36095","Region_02","H02","Mid-Atlantic Region","H02020005","Schoharie","H02","Mid-Atlantic Region","NMRB","Not Mississippi River Basin",3.2406,"NHD100","Non-Urban","Non-Urban","Non-Urban",118,"60a","Glaciated Low Allegheny Plateau","60","Northern Allegheny Plateau","8.1","MIXED WOOD PLAINS","8","EASTERN TEMPERATE FORESTS","NAP","Northern Appalachians","EHIGH","Eastern Highlands","Non Federal","Not_USFS","SS",2035.88773063,c(550108.324854912, 4713900.84406087),46006,1
"128","Site-128","Over","Next",-77.9552210637904,42.0409923275005,"1",1067943.30406186,9.3637929672536e-07,"None","120381","84196581",60000700006400,"04130002003860",NA,NA,2.26018727308,460,46003,"H0413",12,1,1,1.79887181,NA,0,1,1e+05,"Not_Border","NY","Include","Allegany","F36003","Region_02","H04","Great Lakes Region","H04130002","Upper Genesee","H04","Great Lakes Region","NMRB","Not Mississippi River Basin",2.76300002,"NHD100","Non-Urban","Non-Urban","Non-Urban",116,"60e","Glaciated Allegheny Hills","60","Northern Allegheny Plateau","8.1","MIXED WOOD PLAINS","8","EASTERN TEMPERATE FORESTS","NAP","Northern Appalachians","EHIGH","Eastern Highlands","Non Federal","Not_USFS","SS",2260.18727308,c(255401.39873295, 4658553.7812898),46003,1
"129","Site-129","Over","Next",-73.7072921069041,43.3841114130561,"1",1067943.30406186,9.3637929672536e-07,"None","256895","52529917",60000200103900,"04300101000822",NA,NA,1.29719900968,460,46003,"H0430",7,1,1,1.95441872,NA,0,1,1e+05,"Not_Border","NY","Include","Warren","F36113","Region_02","H02","Mid-Atlantic Region","H04300101","Mettawee River","H02","Mid-Atlantic Region","NMRB","Not Mississippi River Basin",1.94199995,"NHD100","Non-Urban","Non-Urban","Non-Urban",117,"59i","Hudson Valley","59","Northeastern Coastal Zone","8.1","MIXED WOOD PLAINS","8","EASTERN TEMPERATE FORESTS","NAP","Northern Appalachians","EHIGH","Eastern Highlands","Non Federal","Not_USFS","SS",1297.19900968,c(604708.287413639, 4804282.58341917),46003,1
"130","Site-130","Over","Next",-75.5565131617621,43.6725006745177,"1",1067943.30406186,9.3637929672536e-07,"None","316689","131799823",60000600096100,"04140301016049","00971029","Whetstone Creek",1.32624702856,460,46006,"H0414",7,1,1,5.26590151,NA,0,1,250000,"Not_Border","NY","Include","Lewis","F36049","Region_02","H04","Great Lakes Region","H04140301","Black","H04","Great Lakes Region","NMRB","Not Mississippi River Basin",3.80079997,"NHD100","Non-Urban","Non-Urban","Non-Urban",116,"58ae","Tug Hill Plateau","58","Northeastern Highlands","5.3","ATLANTIC HIGHLANDS","5","NORTHERN FORESTS","NAP","Northern Appalachians","EHIGH","Eastern Highlands","Non Federal","Not_USFS","SS",1326.24702856,c(455137.325774355, 4835649.71159611),46006,1
"131","Site-131","Over","Next",-73.5684010089972,41.6379358725826,"1",1067943.30406186,9.3637929672536e-07,"None","50193","122951355",10000800017800,"01100005001161",NA,NA,0.803922294628,460,46006,"H0110",5,1,1,1.14948,NA,0,1,1e+05,"Not_Border","NY","Include","Dutchess","F36027","Region_02","H01","New England Region","H01100005","Housatonic","H01","New England Region","NMRB","Not Mississippi River Basin",1.68259998,"NHD100","Non-Urban","Non-Urban","Non-Urban",118,"58b","Western New England Marble Valleys","58","Northeastern Highlands","5.3","ATLANTIC HIGHLANDS","5","NORTHERN FORESTS","NAP","Northern Appalachians","EHIGH","Eastern Highlands","Non Federal","Not_USFS","SS",803.922294628,c(619232.812163817, 4610567.7511203),46006,1
"132","Site-132","Over","Next",-78.2322597892116,42.8588909770102,"1",1067943.30406186,9.3637929672536e-07,"None","232081","118015427",60000800316900,"04270101002608",NA,NA,2.82482743133,460,46006,"H0427",9,1,1,1.06364075,NA,0,1,1e+05,"Not_Border","NY","Include","Wyoming","F36121","Region_02","H04","Great Lakes Region","H04270101","Niagara River","H04","Great Lakes Region","NMRB","Not Mississippi River Basin",1.69500002,"NHD100","Non-Urban","Non-Urban","Non-Urban",116,"60f","Cattaraugus Hills","60","Northern Allegheny Plateau","8.1","MIXED WOOD PLAINS","8","EASTERN TEMPERATE FORESTS","NAP","Northern Appalachians","EHIGH","Eastern Highlands","Non Federal","Not_USFS","SS",2824.82743133,c(235931.086637389, 4750214.33813302),46006,1
"133","Site-133","Over","Next",-74.7110138302592,43.3605041296962,"1",1067943.30406186,9.3637929672536e-07,"None","310032","53519093",10000700029600,"02020004001976",NA,NA,1.91581223337,460,46006,"H0202",5,1,1,2.97948719,NA,0,1,0,"Not_Border","NY","Include","Hamilton","F36041","Region_02","H02","Mid-Atlantic Region","H02020004","Mohawk","H02","Mid-Atlantic Region","NMRB","Not Mississippi River Basin",2.4297,"NHD100","Non-Urban","Non-Urban","Non-Urban",118,"58aa","Acid Sensitive Adirondacks","58","Northeastern Highlands","5.3","ATLANTIC HIGHLANDS","5","NORTHERN FORESTS","NAP","Northern Appalachians","EHIGH","Eastern Highlands","Non Federal","Not_USFS","SS",1915.81223337,c(523416.615849562, 4800889.97823675),46006,1
"134","Site-134","Over","Next",-74.4450278004584,44.3121958867942,"1",1067943.30406186,9.3637929672536e-07,"None","300110","129689018",60000200014900,"04300106000920",NA,NA,2.72803216452,460,46006,"H0430",7,1,1,3.35553638,NA,0,1,1e+05,"Not_Border","NY","Include","Franklin","F36033","Region_02","H02","Mid-Atlantic Region","H04300106","Saranac River","H02","Mid-Atlantic Region","NMRB","Not Mississippi River Basin",3.65509998,"NHD100","Non-Urban","Non-Urban","Non-Urban",117,"58ad","Central Adirondacks","58","Northeastern Highlands","5.3","ATLANTIC HIGHLANDS","5","NORTHERN FORESTS","NAP","Northern Appalachians","EHIGH","Eastern Highlands","Non Federal","Not_USFS","SS",2728.03216452,c(544260.445862977, 4906698.44555511),46006,1
"135","Site-135","Over","Next",-75.5311928109582,42.4073887244123,"1",1067943.30406186,9.3637929672536e-07,"None","64093","62626552",10000600057800,"02050102001315",NA,NA,2.35995509644,460,46006,"H0205",5,1,1,1.472201,NA,0,1,1e+05,"Not_Border","NY","Include","Chenango","F36017","Region_02","H02","Mid-Atlantic Region","H02050102","Chenango","H02","Mid-Atlantic Region","NMRB","Not Mississippi River Basin",2.62629998,"NHD100","Non-Urban","Non-Urban","Non-Urban",158,"60a","Glaciated Low Allegheny Plateau","60","Northern Allegheny Plateau","8.1","MIXED WOOD PLAINS","8","EASTERN TEMPERATE FORESTS","NAP","Northern Appalachians","EHIGH","Eastern Highlands","Non Federal","Not_USFS","SS",2359.95509644,c(456289.531188098, 4695146.38905583),46006,1
"136","Site-136","Over","Next",-79.0817177993759,42.0687360314645,"1",1067943.30406186,9.3637929672536e-07,"None","101583","129444160",24000400011500,"05010002000177",NA,NA,3.84651199657,460,46006,"H0501",5,1,1,2.45179448,NA,0,1,1e+05,"Not_Border","NY","Include","Chautauqua","F36013","Region_02","H05","Ohio Region","H05010002","Conewango","H05_06","Ohio-Tennessee Region","H05_06","Ohio-Tennessee Region",3.07250005,"NHD100","Non-Urban","Non-Urban","Non-Urban",150,"61c","Low Lime Drift Plain","61","Erie Drift Plain","8.1","MIXED WOOD PLAINS","8","EASTERN TEMPERATE FORESTS","NAP","Northern Appalachians","EHIGH","Eastern Highlands","Non Federal","Not_USFS","SS",3846.51199657,c(162296.319110189, 4665474.80213418),46006,1
"137","Site-137","Over","Next",-74.0685418449992,43.8521133532612,"1",1067943.30406186,9.3637929672536e-07,"None","304986","89350539",10000700014800,"02020001000819",NA,NA,1.38704318222,460,46006,"H0202",3,1,1,1.163787,NA,0,1,0,"Not_Border","NY","Include","Essex","F36031","Region_02","H02","Mid-Atlantic Region","H02020001","Upper Hudson","H02","Mid-Atlantic Region","NMRB","Not Mississippi River Basin",1.59209998,"NHD100","Non-Urban","Non-Urban","Non-Urban",118,"58ad","Central Adirondacks","58","Northeastern Highlands","5.3","ATLANTIC HIGHLANDS","5","NORTHERN FORESTS","NAP","Northern Appalachians","EHIGH","Eastern Highlands","Non Federal","Not_USFS","SS",1387.04318222,c(574864.210311429, 4855869.22123714),46006,1
"138","Site-138","Over","Next",-73.4509237187374,43.9879393329112,"1",1067943.30406186,9.3637929672536e-07,"None","240929","92073835",60000200116100,"04300108005799",NA,NA,2.18264417256,460,46006,"H0430",6,1,1,2.40468105,NA,0,1,250000,"Not_Border","NY","Include","Essex","F36031","Region_02","H02","Mid-Atlantic Region","H04300108","Lake Champlain","H02","Mid-Atlantic Region","NMRB","Not Mississippi River Basin",3.55919999,"NHD100","Non-Urban","Non-Urban","Non-Urban",117,"83b","Champlain Lowlands","83","Eastern Great Lakes Lowlands","8.1","MIXED WOOD PLAINS","8","EASTERN TEMPERATE FORESTS","NAP","Northern Appalachians","EHIGH","Eastern Highlands","Non Federal","Not_USFS","SS",2182.64417256,c(624221.528870651, 4871699.69127876),46006,1
"139","Site-139","Over","Next",-73.5729681121727,41.9786074464551,"1",1067943.30406186,9.3637929672536e-07,"None","85429","52841595",10000700027600,"02020006006809",NA,NA,0.102027439404,334,33400,"H0202",4,1,1,1.325523,NA,0,1,1e+05,"Not_Border","NY","Include","Dutchess","F36027","Region_02","H02","Mid-Atlantic Region","H02020006","Middle Hudson","H02","Mid-Atlantic Region","NMRB","Not Mississippi River Basin",2.19549997,"NHD100","Non-Urban","Non-Urban","Non-Urban",118,"58x","Taconic Foothills","58","Northeastern Highlands","5.3","ATLANTIC HIGHLANDS","5","NORTHERN FORESTS","NAP","Northern Appalachians","EHIGH","Eastern Highlands","Non Federal","Not_USFS","SS",102.027439404,c(618224.273052361, 4648385.87934958),33400,1
"140","Site-140","Over","Next",-78.0937107571654,43.2955577051512,"1",1067943.30406186,9.3637929672536e-07,"None","221297","124591639",60000700003400,"04130001000180",NA,NA,5.30745740485,460,46006,"H0413",9,1,1,2.17149822,NA,0,1,1e+05,"Not_Border","NY","Include","Orleans","F36073","Region_02","H04","Great Lakes Region","H04130001","Oak Orchard-Twelvemile","H04","Great Lakes Region","NMRB","Not Mississippi River Basin",5.33339998,"NHD100","Non-Urban","Non-Urban","Non-Urban",116,"83a","Erie/Ontario Lake Plain","83","Eastern Great Lakes Lowlands","8.1","MIXED WOOD PLAINS","8","EASTERN TEMPERATE FORESTS","NAP","Northern Appalachians","EHIGH","Eastern Highlands","Non Federal","Not_USFS","SS",5307.45740485,c(249041.309153107, 4798285.41959119),46006,1
"141","Site-141","Over","Next",-75.0474621519928,43.5673694689366,"1",1067943.30406186,9.3637929672536e-07,"None","328052","131804257",60000600081200,"04140301018095",NA,NA,1.44903753997,460,46006,"H0414",10,1,1,2.22748437,NA,0,1,1e+05,"Not_Border","NY","Include","Herkimer","F36043","Region_02","H04","Great Lakes Region","H04140301","Black","H04","Great Lakes Region","NMRB","Not Mississippi River Basin",1.93140001,"NHD100","Non-Urban","Non-Urban","Non-Urban",116,"58aa","Acid Sensitive Adirondacks","58","Northeastern Highlands","5.3","ATLANTIC HIGHLANDS","5","NORTHERN FORESTS","NAP","Northern Appalachians","EHIGH","Eastern Highlands","Non Federal","Not_USFS","SS",1449.03753997,c(496167.223162957, 4823824.44083861),46006,1
"142","Site-142","Over","Next",-75.5471497591126,44.0934805647216,"1",1067943.30406186,9.3637929672536e-07,"None","248828","131857822",60000300024100,"04290002004072",NA,NA,1.79324691154,460,46003,"H0429",7,1,1,1.342137,NA,0,1,50000,"Not_Border","NY","Include","Jefferson","F36045","Region_02","H04","Great Lakes Region","H04290002","Indian","H04","Great Lakes Region","NMRB","Not Mississippi River Basin",2.38520003,"Not_NHD100","Non-Urban","Non-Urban","Non-Urban",117,"83e","Upper St. Lawrence Valley","83","Eastern Great Lakes Lowlands","8.1","MIXED WOOD PLAINS","8","EASTERN TEMPERATE FORESTS","NAP","Northern Appalachians","EHIGH","Eastern Highlands","DOD","Not_USFS","SS",1793.24691154,c(456201.666589294, 4882401.12612866),46003,1
"143","Site-143","Over","Next",-75.8455859374814,42.5802211448882,"1",1067943.30406186,9.3637929672536e-07,"None","140109","62623512",10000600100800,"02050102001081",NA,NA,2.00613496007,460,46006,"H0205",5,1,1,1.221557,NA,0,1,1e+05,"Not_Border","NY","Include","Chenango","F36017","Region_02","H02","Mid-Atlantic Region","H02050102","Chenango","H02","Mid-Atlantic Region","NMRB","Not Mississippi River Basin",2.11999997,"NHD100","Non-Urban","Non-Urban","Non-Urban",158,"60a","Glaciated Low Allegheny Plateau","60","Northern Allegheny Plateau","8.1","MIXED WOOD PLAINS","8","EASTERN TEMPERATE FORESTS","NAP","Northern Appalachians","EHIGH","Eastern Highlands","Non Federal","Not_USFS","SS",2006.13496007,c(430610.139046757, 4714547.25190322),46006,1
"144","Site-144","Over","Next",-78.0805424463963,42.4111114468557,"1",1067943.30406186,9.3637929672536e-07,"None","116478","84190821",60000700017100,"04130002000534",NA,NA,4.00354697102,460,46003,"H0413",12,1,1,2.48412072,NA,0,1,5e+05,"Not_Border","NY","Include","Allegany","F36003","Region_02","H04","Great Lakes Region","H04130002","Upper Genesee","H04","Great Lakes Region","NMRB","Not Mississippi River Basin",4.47430003,"NHD100","Non-Urban","Non-Urban","Non-Urban",116,"60a","Glaciated Low Allegheny Plateau","60","Northern Allegheny Plateau","8.1","MIXED WOOD PLAINS","8","EASTERN TEMPERATE FORESTS","NAP","Northern Appalachians","EHIGH","Eastern Highlands","Non Federal","Not_USFS","SS",4003.54697102,c(246514.317326811, 4700021.37589163),46003,1
"145","Site-145","Over","Next",-74.8323675027085,42.7953938660892,"1",1067943.30406186,9.3637929672536e-07,"None","121814","43469395",10000600029400,"02050101001365",NA,NA,0.876438025134,460,46006,"H0205",3,1,1,1.035724,NA,0,1,24000,"Not_Border","NY","Include","Otsego","F36077","Region_02","H02","Mid-Atlantic Region","H02050101","Upper Susquehanna","H02","Mid-Atlantic Region","NMRB","Not Mississippi River Basin",1.6815,"Not_NHD100","Non-Urban","Non-Urban","Non-Urban",158,"60a","Glaciated Low Allegheny Plateau","60","Northern Allegheny Plateau","8.1","MIXED WOOD PLAINS","8","EASTERN TEMPERATE FORESTS","NAP","Northern Appalachians","EHIGH","Eastern Highlands","Non Federal","Not_USFS","SS",876.438025134,c(513708.698971505, 4738107.66488718),46006,1
"146","Site-146","Over","Next",-73.9976310620352,44.2063672153885,"1",1067943.30406186,9.3637929672536e-07,"None","335938","115351305",60000200013800,"04300104000243",NA,NA,1.90081184918,460,46006,"H0430",8,1,1,2.99976188,NA,0,1,1e+05,"Not_Border","NY","Include","Essex","F36031","Region_02","H02","Mid-Atlantic Region","H04300104","Ausable River","H02","Mid-Atlantic Region","NMRB","Not Mississippi River Basin",2.90160003,"NHD100","Non-Urban","Non-Urban","Non-Urban",117,"58z","Adirondack High Peaks","58","Northeastern Highlands","5.3","ATLANTIC HIGHLANDS","5","NORTHERN FORESTS","NAP","Northern Appalachians","EHIGH","Eastern Highlands","Non Federal","Not_USFS","SS",1900.81184918,c(580085.083190533, 4895282.47455274),46006,1
"147","Site-147","Over","Next",-73.6176334847045,42.6169795725241,"1",1067943.30406186,9.3637929672536e-07,"None","120525","52818947",10000700075700,"02020006002718",NA,NA,3.59133747938,460,46006,"H0202",4,1,1,1.1094,NA,0,1,1e+05,"Not_Border","NY","Include","Rensselaer","F36083","Region_02","H02","Mid-Atlantic Region","H02020006","Middle Hudson","H02","Mid-Atlantic Region","NMRB","Not Mississippi River Basin",2.25310002,"NHD100","Non-Urban","Non-Urban","Non-Urban",118,"58x","Taconic Foothills","58","Northeastern Highlands","5.3","ATLANTIC HIGHLANDS","5","NORTHERN FORESTS","NAP","Northern Appalachians","EHIGH","Eastern Highlands","Non Federal","Not_USFS","SS",3591.33747938,c(613372.683777657, 4719208.587671),46006,1
"148","Site-148","Over","Next",-77.5112355385794,42.132325152563,"1",1067943.30406186,9.3637929672536e-07,"None","88449","57348435",10000600092800,"02050104000053",NA,NA,4.73124422308,460,46006,"H0205",6,1,1,2.76934275,NA,0,1,1e+05,"Not_Border","NY","Include","Steuben","F36101","Region_02","H02","Mid-Atlantic Region","H02050104","Tioga","H02","Mid-Atlantic Region","NMRB","Not Mississippi River Basin",6.41669998,"NHD100","Non-Urban","Non-Urban","Non-Urban",158,"60a","Glaciated Low Allegheny Plateau","60","Northern Allegheny Plateau","8.1","MIXED WOOD PLAINS","8","EASTERN TEMPERATE FORESTS","NAP","Northern Appalachians","EHIGH","Eastern Highlands","Non Federal","Not_USFS","SS",4731.24422308,c(292450.122902058, 4667520.60040745),46006,1
"149","Site-149","Over","Next",-74.4640162603848,43.4443657713192,"1",1067943.30406186,9.3637929672536e-07,"None","160012","47688334",10000700040600,"02020002000600",NA,NA,0.920242079267,460,46006,"H0202",6,1,1,1.75778,NA,0,1,0,"Not_Border","NY","Include","Hamilton","F36041","Region_02","H02","Mid-Atlantic Region","H02020002","Sacandaga","H02","Mid-Atlantic Region","NMRB","Not Mississippi River Basin",1.7812,"NHD100","Non-Urban","Non-Urban","Non-Urban",118,"58aa","Acid Sensitive Adirondacks","58","Northeastern Highlands","5.3","ATLANTIC HIGHLANDS","5","NORTHERN FORESTS","NAP","Northern Appalachians","EHIGH","Eastern Highlands","Non Federal","Not_USFS","SS",920.242079267,c(543371.046318804, 4810302.28228189),46006,1
"150","Site-150","Over","Next",-74.8089308992614,44.5885185636149,"1",1067943.30406186,9.3637929672536e-07,"None","341261","135262943",60000300042600,"04290006000640","00975926","Barton Brook",1.18513071374,460,46003,"H0429",7,1,1,1.192603,NA,0,1,1e+05,"Not_Border","NY","Include","St. Lawrence","F36089","Region_02","H04","Great Lakes Region","H04290006","St. Regis","H04","Great Lakes Region","NMRB","Not Mississippi River Basin",1.7175,"NHD100","Non-Urban","Non-Urban","Non-Urban",117,"58ab","Northern and Western Adirondack Foothills","58","Northeastern Highlands","5.3","ATLANTIC HIGHLANDS","5","NORTHERN FORESTS","NAP","Northern Appalachians","EHIGH","Eastern Highlands","Non Federal","Not_USFS","SS",1185.13071374,c(515166.563696274, 4937259.43485168),46003,1
